,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,inspection_date,inspection_score,risk_category,rating,price,review_count,open,close
1214,500,Roxanne Cafe,570 Powell St,San Francisco,CA,94108,37.790003000000006,-122.40868799999998,2018-04-03,92.0,Moderate Risk,4.0,$,499.0,0700,2100
1215,7651,24 HR CONVENIENCE MKT,793 DIVISADERO St,San Francisco,CA,94117,37.776594,-122.438144,2018-04-05,100.0,,4.0,$$,719.0,1100,1500
1216,2469,Okoze Sushi,1207 Union St,San Francisco,CA,94109,37.799143,-122.41931699999999,2018-04-05,98.0,Low Risk,,,,,
1217,61180,Burger Bar SF,251 Geary St 6th Floor,San Francisco,CA,94102,37.787423,-122.407417,2018-04-05,81.0,Moderate Risk,,,,,
1218,7480,Union Street Produce,801 Union St,San Francisco,CA,94133,37.799973,-122.412667,2018-04-05,90.0,Low Risk,,,,,
1219,5025,PIZZA HUT,3349 MISSION St,San Francisco,CA,94110,37.743313,-122.42136299999999,2018-04-05,90.0,Moderate Risk,3.5,$,129.0,1000,2100
1220,1568,901 Columbus Cafe,901 Columbus Ave,San Francisco,CA,94133,37.803056,-122.41418600000002,2018-04-05,90.0,Low Risk,4.0,$$,1714.0,0900,1400
1221,415,Cafe Madeleine,43 O'Farrell St,San Francisco,CA,94108,37.786698,-122.405473,2018-04-06,91.0,Low Risk,,,,,
1222,1542,I LUV TERIYAKI AND SUSHI,270 Potrero Ave,San Francisco,CA,94103,37.766293,-122.407671,2018-04-06,87.0,Moderate Risk,3.5,$$,120.0,1100,2200
1223,3578,Neiman Marcus - Rotunda,150 Stockton St,San Francisco,CA,94108,37.787108,-122.40640900000001,2018-04-09,98.0,Low Risk,,,,,
1224,71456,Sam's Cable Car Lounge,222 Powell St,San Francisco,CA,94102,37.786671999999996,-122.408005,2018-04-09,96.0,Moderate Risk,4.0,$,52.0,0800,0000
1225,17762,Patxi's Chicago Pizza,511 Hayes St,San Francisco,CA,94102,37.776593,-122.425017,2018-04-09,94.0,Low Risk,,,,,
1226,57698,China Fun Express,211 Kearny St,San Francisco,CA,94108,37.790054999999995,-122.40391499999998,2018-04-09,87.0,Low Risk,,,,,
1227,18921,Nopa,560 Divisadero St,San Francisco,CA,94117,37.774778000000005,-122.43771699999999,2018-04-09,93.0,High Risk,3.0,$$,382.0,0700,1500
1228,1008,VALENCIA PIZZA & PASTA,801 VALENCIA St,San Francisco,CA,94110,37.759944,-122.421356,2018-04-09,85.0,High Risk,,,,,
1229,473,Caffe Greco,423 Columbus Ave,San Francisco,CA,94133,37.79886,-122.408204,2018-04-09,90.0,Low Risk,3.5,$$,2390.0,1130,2200
1230,5998,CENTRO LATINO DE SAN FRANCISCO,1656 15th St,San Francisco,CA,94103,37.766618,-122.42126299999998,2018-04-09,86.0,Moderate Risk,,,,,
1231,2599,HONG KONG RESTAURANT,2728 SAN BRUNO Ave,San Francisco,CA,94134,37.727159,-122.403452,2018-04-09,79.0,Low Risk,3.5,$,129.0,1000,2100
1232,2649,WAN KEE RESTAURANT,2152 MISSION St,San Francisco,CA,94110,37.762527,-122.419475,2018-04-09,77.0,Low Risk,3.0,$,68.0,1030,2200
1233,63653,SFDH - Scala's Bistro Restaurant,450 Powell St 1st Floor,San Francisco,CA,94102,37.788918,-122.408507,2018-04-10,96.0,Low Risk,3.5,$,519.0,1100,2200
1234,63654,SFDH - Scala's Bistro Bakery,450 Powell St 1st Floor,San Francisco,CA,94102,37.788782,-122.40843899999999,2018-04-10,100.0,,4.0,$$,773.0,1100,2200
1235,63652,SFDH - Banquet Main Kitchen,450 Powell St 2nd Floor,San Francisco,CA,94102,37.788918,-122.408507,2018-04-10,93.0,High Risk,4.0,$$,684.0,0900,1600
1236,36451,Cavalli Cafe,1441 Stockton St,San Francisco,CA,94133,37.799163,-122.408934,2018-04-10,96.0,Moderate Risk,4.5,,13.0,,
1237,69175,Mau Restaurant,665 Valencia St,San Francisco,CA,94110,37.762381,-122.42156000000001,2018-04-10,83.0,Moderate Risk,3.5,,5.0,,
1238,6032,FRANCIS OF ASSISI SENIOR MEALS PROG,145 Guerrero St,San Francisco,CA,94103,37.768904,-122.424466,2018-04-10,92.0,Moderate Risk,4.0,$$$,2080.0,1130,2200
1239,3485,THE BEACH CHALET BREWERY & REST.,1000 GREAT HIGHWAY,San Francisco,CA,94121,37.770346,-122.510896,2018-04-10,92.0,Low Risk,,,,,
1240,435,Vieni-Vieni,1431 Stockton St,San Francisco,CA,94133,37.798914,-122.40888500000001,2018-04-10,88.0,Moderate Risk,,,,,
1241,61427,Nick's Foods,1659 MARKET St,San Francisco,CA,94103,37.773337,-122.421553,2018-04-10,66.0,High Risk,3.5,,12.0,,
1242,70780,Darioush Inc.,800 Chestnut St,San Francisco,CA,94133,37.803308,-122.41704399999999,2018-04-10,90.0,Low Risk,4.0,$$$$,22.0,,
1243,475,Mara's,503 Columbus Ave,San Francisco,CA,94133,37.799501,-122.40908400000001,2018-04-10,90.0,Low Risk,3.5,$$,93.0,0700,1700
1244,59331,The Lunch Box,50 Phelan Ave.,San Francisco,CA,94112,37.723638,-122.45227299999999,2018-04-10,87.0,Moderate Risk,4.5,$$$$,5306.0,1730,2200
1245,7689,UNOCAL 76  PACIFIC ENTERPRISES,999 OCEAN Ave,San Francisco,CA,94112,37.723133000000004,-122.452707,2018-04-11,96.0,Moderate Risk,3.5,$$,1631.0,1100,2100
1246,10875,Brendas Meat & Three,919 DIVISADERO ST,San Francisco,CA,94115,37.778194,-122.438474,2018-04-11,90.0,Moderate Risk,4.0,$$,569.0,1700,0000
1247,68289,Walgreens #893,1344 Stockton St,San Francisco,CA,94133,37.79809,-122.408612,2018-04-11,89.0,Moderate Risk,,,,,
1248,59935,Zantes Pizza,3489 MISSION St,San Francisco,CA,94110,37.741184000000004,-122.422693,2018-04-11,92.0,Low Risk,3.0,$,93.0,0600,1800
1249,2326,IRMA'S PAMPANGA RESTAURANT,2901 16th St,San Francisco,CA,94103,37.765122999999996,-122.417919,2018-04-11,74.0,High Risk,,,,,
1250,2317,BURGER JOINT,807 VALENCIA St,San Francisco,CA,94110,37.759933000000004,-122.421356,2018-04-11,90.0,Low Risk,,,,,
1251,7856,Mee Mee Bakery,1328 Stockton St,San Francisco,CA,94133,37.797934999999995,-122.40858100000001,2018-04-11,92.0,Low Risk,2.5,$,69.0,0930,2000
1252,7635,SURFSIDE LIQUORS,950 Innes Ave,San Francisco,CA,94124,37.732545,-122.37665700000001,2018-04-11,90.0,Low Risk,3.5,$$,536.0,0800,2200
1253,2318,Garcon,1101 VALENCIA St,San Francisco,CA,94110,37.755291,-122.420898,2018-04-11,90.0,Low Risk,4.0,$$,1853.0,1100,1500
1254,2592,Starbucks Coffee,201 Powell St,San Francisco,CA,94102,37.786804,-122.40813500000002,2018-04-12,98.0,Low Risk,,,,,
1255,2898,The Cheesecake Factory,"251 Geary St, 8th Floor",San Francisco,CA,94102,37.787423,-122.407417,2018-04-12,94.0,Moderate Risk,3.0,$$,456.0,1100,1900
1256,3345,"BAR NONE-SF, LLC",1980 UNION St,San Francisco,CA,94123,37.797578,-122.43188300000001,2018-04-12,79.0,Low Risk,3.5,$,191.0,1000,0200
1257,3373,New Delhi Restaurant,160 Ellis St,San Francisco,CA,94102,37.785465,-122.408851,2018-04-12,90.0,Low Risk,4.0,$,129.0,1000,2000
1258,2374,BEAN BAG COFFEE HOUSE,601 DIVISADERO St,San Francisco,CA,94117,37.775184,-122.43786399999999,2018-04-12,80.0,High Risk,,,,,
1259,69081,The Roxie Theater,3117 16th St,San Francisco,CA,94103,37.764828,-122.42236299999999,2018-04-13,100.0,,3.5,$$$$,146.0,1600,2200
1260,5993,JACKIE CHAN SENIOR CENTER,5757 Geary Blvd,San Francisco,CA,94121,37.780174,-122.481229,2018-04-13,91.0,High Risk,3.5,$$,198.0,1100,2200
1261,67584,Stow Lake Boathouse Company,GOLDEN GATE PARK,San Francisco,CA,94132,37.721453000000004,-122.48629,2018-04-13,100.0,,3.5,$$$,1356.0,0000,0000
1262,782,MONTE CRISTO SOCIAL CLUB,136 MISSOURI St,San Francisco,CA,94107,37.764627000000004,-122.39676399999999,2018-04-13,92.0,Moderate Risk,3.5,$$,545.0,1600,2130
1263,2766,TAQUERIA GUADALAJARA,4798 MISSION,San Francisco,CA,94112,37.721191,-122.43755,2018-04-13,85.0,Low Risk,4.0,$,96.0,0700,1930
1264,1882,Sorabol-Stonestown Galleria,3251 20th Ave,San Francisco,CA,94132,37.728497,-122.47563899999999,2018-04-16,92.0,Low Risk,,,,,
1265,3623,CHAVA'S,2839 MISSION St,San Francisco,CA,94110,37.751554,-122.418376,2018-04-16,85.0,Moderate Risk,4.5,,23.0,0800,1500
1266,39398,Baby Blues BBQ San Francisco Inc,3149 Mission St,San Francisco,CA,94110,37.746953000000005,-122.418954,2018-04-16,94.0,Low Risk,3.5,$$$,2188.0,1730,2300
1267,3839,EL TORO TAQUERIA,598 VALENCIA St,San Francisco,CA,94110,37.763458,-122.421784,2018-04-16,87.0,Low Risk,4.5,$,311.0,0900,2000
1268,4859,7-ELEVEN STORE 2230-23342E,3080 SAN JOSE Ave,San Francisco,CA,94112,37.709683,-122.457571,2018-04-16,88.0,Moderate Risk,4.0,,4.0,1100,2130
1269,9248,Belly Good Cafe & Crepes,1737 Post St. #393,San Francisco,CA,94115,37.785457,-122.43031699999999,2018-04-17,100.0,,,,,,
1270,10127,AMICI'S EAST COAST PIZZERIA,216 KING STREET,San Francisco,CA,94107,37.777803000000006,-122.39248899999998,2018-04-17,96.0,Moderate Risk,,,,,
1271,71056,The Iron Cactus,683 04th St,San Francisco,CA,94107,37.777409999999996,-122.395283,2018-04-17,87.0,High Risk,3.5,$,108.0,0430,2000
1272,1021,LA SANTANECA DE LA MISSION,2815 MISSION St,San Francisco,CA,94110,37.751884999999994,-122.418406,2018-04-17,96.0,Moderate Risk,,,,,
1273,68503,Nizario's Pizza,535 VALENCIA St,San Francisco,CA,94110,37.764294,-122.421796,2018-04-17,90.0,Low Risk,,,,,
1274,6636,STARBUCKS,1390 MARKET St,San Francisco,CA,94102,37.777053,-122.41693899999999,2018-04-17,88.0,Moderate Risk,,,,,
1275,65529,DNA Pizza,371 11th St,San Francisco,CA,94103,37.770973,-122.412851,2018-04-17,86.0,Moderate Risk,,,,,
1276,703,THEM KY RESTAURANT,717 ELLIS St,San Francisco,CA,94109,37.784193,-122.41796699999999,2018-04-17,73.0,Moderate Risk,,,,,
1277,5129,LATTE EXPRESS,648 04th St,San Francisco,CA,94107,37.777702000000005,-122.39585,2018-04-17,85.0,Moderate Risk,4.0,$$,296.0,1030,1930
1278,57579,Bei Jing Restaurant,1801 Alemany Blvd,San Francisco,CA,94112,37.723457,-122.43748000000001,2018-04-17,76.0,Moderate Risk,3.0,$,25.0,1000,2030
1279,62526,"Japanese Tea Garden ""Tea House""",75 Hagiwara Tea Garden Dr. Golden Gate Park,San Francisco,CA,94118,37.778382,-122.462787,2018-04-17,100.0,,,,,,
1280,59154,Bar Crudo,655 Divisadero St,San Francisco,CA,94117,37.775684000000005,-122.43796499999999,2018-04-17,88.0,Low Risk,4.5,$,213.0,0630,1400
1281,283,HAI KY MI GIA,707 ELLIS St,San Francisco,CA,94109,37.784193,-122.41796699999999,2018-04-17,90.0,Moderate Risk,3.5,$$$,770.0,1100,2200
1282,1509,CLUB WAZIEMA,543 DIVISADERO St,San Francisco,CA,94117,37.774674,-122.43776399999999,2018-04-17,92.0,Moderate Risk,3.5,$,311.0,0600,1600
1283,11492,Burgermeister,759 Columbus Ave,San Francisco,CA,94133,37.801696,-122.41225700000001,2018-04-17,86.0,Moderate Risk,,,,,
1284,431,Bohemian Cigar Store,566 Columbus Ave,San Francisco,CA,94133,37.800135,-122.40985400000001,2018-04-17,86.0,Moderate Risk,,,,,
1285,69282,New Jumbo Seafood Restaurant,1532 NORIEGA St,San Francisco,CA,94122,37.754132,-122.48005800000001,2018-04-17,64.0,Low Risk,,,,,
1286,3121,Le Central Bistro Corp,453 Bush St,San Francisco,CA,94108,37.790603000000004,-122.40503799999999,2018-04-17,86.0,Moderate Risk,3.5,$$,332.0,1630,2100
1287,2805,Starbucks Coffee,390 Stockton St,San Francisco,CA,94108,37.789266999999995,-122.40687700000001,2018-04-18,98.0,Low Risk,,,,,
1288,62771,Dinosaurs,2275 Market St Unit H,San Francisco,CA,94114,37.764697,-122.432322,2018-04-18,90.0,Moderate Risk,4.5,$,167.0,1000,1800
1289,61923,What's Up Dog! Folsom Street,699 Folsom St,San Francisco,CA,94107,37.783772,-122.398875,2018-04-18,96.0,Moderate Risk,2.5,$,25.0,0900,1300
1290,9684,Episcopal Community Services,1001 Polk St.,San Francisco,CA,94109,37.785908,-122.41981000000001,2018-04-18,85.0,Low Risk,4.0,$$,277.0,0630,1830
1291,63651,SFDH - Employee Cafeteria,450 Powell St Basement,San Francisco,CA,94102,37.788918,-122.408507,2018-04-18,100.0,,4.0,$,430.0,0830,1930
1292,61563,Dartealing Lounge,470 03rd St  #101B,San Francisco,CA,94107,37.781638,-122.396308,2018-04-18,94.0,Low Risk,4.5,$,93.0,0630,1800
1293,7457,24TH STREET CHEESE COMPANY,3893 24th St,San Francisco,CA,94114,37.751564,-122.429369,2018-04-18,96.0,Moderate Risk,2.0,,40.0,0900,1700
1294,3846,WARAKABUNE RESTAURANT,307 CHURCH St,San Francisco,CA,94114,37.765933000000004,-122.42874599999999,2018-04-18,90.0,Moderate Risk,,,,,
1295,2785,G & L RESTAURANT,198 LELAND Ave,San Francisco,CA,94134,37.712517,-122.407152,2018-04-18,72.0,Low Risk,4.0,,4.0,1100,2130
1296,68298,Walgreens #4609,1301 Market St,San Francisco,CA,94103,37.777167999999996,-122.416702,2018-04-19,96.0,Low Risk,,,,,
1297,3621,JIM'S RESTAURANT,2420 MISSION St,San Francisco,CA,94110,37.758271,-122.419081,2018-04-19,86.0,Moderate Risk,3.5,$$$,770.0,1100,2200
1298,67123,Mozzeria,3228 16th St,San Francisco,CA,94103,37.764758,-122.424872,2018-04-19,89.0,Moderate Risk,3.5,$,50.0,0800,1500
1299,62784,Mission Shell,3550 MISSION St,San Francisco,CA,94110,37.740018,-122.42351799999999,2018-04-19,90.0,Moderate Risk,3.0,,10.0,0730,1600
1300,3953,Trattoria Pinocchio,401 Columbus Ave,San Francisco,CA,94133,37.799036,-122.408426,2018-04-19,73.0,Moderate Risk,,,,,
1301,32698,Hunan Cafe #2,4450 CABRILLO St,San Francisco,CA,94121,37.773438,-122.506651,2018-04-19,84.0,Moderate Risk,3.5,$,570.0,1100,2200
1302,38752,Little Caesars Pizza,955 Geneva Ave,San Francisco,CA,94112,37.715986,-122.44003899999998,2018-04-20,96.0,Moderate Risk,,,,,
