,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,inspection_date,inspection_score,risk_category,rating,price,review_count,open,close
590,63615,Saiwaii Ramen,2240 IRVING St,San Francisco,CA,94122,37.763368,-122.482262,2017-11-29,94.0,Low Risk,4.0,$$,396.0,1700,2130
591,1991,SRI THAI CUISINE,4621 LINCOLN Way,San Francisco,CA,94122,37.764072999999996,-122.507779,2017-11-29,86.0,Moderate Risk,4.5,$,273.0,0700,1900
592,68865,Grant Place Restaurant,737 Washington St,San Francisco,CA,94108,37.795165999999995,-122.405924,2017-11-29,92.0,Low Risk,3.0,$,145.0,1100,2200
593,62298,Vital Tea Leaf,509 Grant Ave,San Francisco,CA,94108,37.791674,-122.40578400000001,2017-11-29,98.0,Low Risk,3.0,$$,357.0,1100,2200
594,5227,Larkin Street Youth Center,869 Ellis St,San Francisco,CA,94109,37.783845,-122.420429,2017-11-29,96.0,Low Risk,4.0,$,401.0,0700,1800
595,36160,Zabb,4440 Mission St,San Francisco,CA,94112,37.726489,-122.433485,2017-11-29,92.0,Low Risk,,,,,
596,198,SUBWAY,3801 03rd St 310,San Francisco,CA,94124,37.741828999999996,-122.388098,2017-11-29,94.0,Low Risk,,,,,
597,63049,Noodle City,1165 Powell St,San Francisco,CA,94108,37.795534,-122.409893,2017-11-29,100.0,,3.5,$$,536.0,0800,2200
598,2941,Harrington's Bar & Grill,245 Front St,San Francisco,CA,94111,37.793914,-122.39898400000001,2017-11-29,87.0,Moderate Risk,2.5,$,4.0,,
599,7482,Ten Ren Tea Co S F Ltd,949 Grant Ave,San Francisco,CA,94108,37.795803,-122.40661399999999,2017-11-29,94.0,Low Risk,,,,,
600,18826,Fresca Restaurant,2114 FILLMORE St,San Francisco,CA,94115,37.789074,-122.433783,2017-11-29,87.0,Moderate Risk,2.5,$$,375.0,0730,0000
601,35469,Subway #36339,1099 Mission St,San Francisco,CA,,37.779466,-122.410903,2017-11-29,90.0,Moderate Risk,3.5,$,151.0,,
602,1426,SWEET DELIGHT BAKERY,4476A MISSION,San Francisco,CA,94112,37.726116999999995,-122.43381699999999,2017-11-29,71.0,Moderate Risk,4.0,$$,219.0,1730,2200
603,62717,Metro Caffe,247 FILLMORE St,San Francisco,CA,94117,37.771771,-122.43044499999999,2017-11-30,96.0,Moderate Risk,,,,,
604,2385,CAFE INTERNATIONAL,508 HAIGHT St,San Francisco,CA,94117,37.772096999999995,-122.43081399999998,2017-11-30,91.0,Low Risk,2.5,$,87.0,1100,2200
605,3926,"Espetus Churrascaria, Inc.",1686 MARKET St,San Francisco,CA,94102,37.773317,-122.421724,2017-11-30,91.0,High Risk,,,,,
606,27821,Duboce Park Cafe,2 Sanchez St,San Francisco,CA,94114,37.769304999999996,-122.43140700000001,2017-11-30,96.0,Low Risk,4.0,$,230.0,1400,0200
607,4249,Cafe Du Soleil,200 FILLMORE St,San Francisco,CA,94117,37.771368,-122.43024799999999,2017-11-30,90.0,Low Risk,5.0,,1.0,,
608,3151,New Asia Restaurant,772 Pacific Ave,San Francisco,CA,94133,37.796808,-122.40796399999999,2017-11-30,76.0,Low Risk,,,,,
609,3547,Golden Star Vietnamese Restaurant,11 Walter U Lum Pl,San Francisco,CA,94108,37.794554999999995,-122.40572399999999,2017-11-30,94.0,Low Risk,,,,,
610,65561,"House of Dim Sum, Inc.",735 Jackson St,San Francisco,CA,94133,37.795873,-122.407495,2017-11-30,86.0,Moderate Risk,3.0,$$$,3.0,,
611,4797,"Good Life Grocery, The",448 CORTLAND Ave,San Francisco,CA,94110,37.739053000000006,-122.416683,2017-11-30,86.0,Moderate Risk,3.5,$$,793.0,0730,2130
612,14688,Eagle Cafe,111 Pine St,San Francisco,CA,94111,37.792343,-122.39856699999999,2017-11-30,96.0,Moderate Risk,,,,,
613,1263,LAVA JAVA,852 STANYAN St,San Francisco,CA,94117,37.766812,-122.452974,2017-12-01,94.0,Moderate Risk,3.0,$$,357.0,1100,2200
614,1261,REVERIE COFFEE CAFE,848 COLE St,San Francisco,CA,94117,37.766096999999995,-122.449997,2017-12-01,88.0,Low Risk,,,,,
615,1596,BURGERMEISTER,86 Carl St,San Francisco,CA,94117,37.765848,-122.44966399999998,2017-12-01,96.0,Low Risk,4.0,$$$,2446.0,1700,2100
616,6037,CASTRO SENIOR CENTER,110 Diamond St,San Francisco,CA,94114,37.760317,-122.43718500000001,2017-12-04,100.0,,,,,,
617,66363,Subway Sandwich #41309,187 06th St,San Francisco,CA,94103,37.774722,-122.40676100000002,2017-12-04,92.0,Moderate Risk,4.0,$$,410.0,1600,2230
618,61953,Allstars Donuts & Burgers,290 GOLDEN GATE Ave,San Francisco,CA,94102,37.781696999999994,-122.415334,2017-12-04,94.0,Moderate Risk,,,,,
619,2249,Ramzi's Cafe,0044 Montgomery St  LL1,San Francisco,CA,94104,37.789552,-122.401999,2017-12-04,88.0,Moderate Risk,,,,,
620,10986,7-Eleven Store 2231-33437T,217 Sutter St,San Francisco,CA,94108,37.789721,-122.40426799999999,2017-12-04,92.0,Low Risk,4.0,$,144.0,1100,2200
621,7033,Sunset Strip,2601 Judah Street,San Francisco,CA,94122,37.761083,-122.49001899999999,2017-12-04,94.0,Low Risk,,,,,
622,2884,Starbucks Coffee,44 Montgomery St,San Francisco,CA,94104,37.789705,-122.402056,2017-12-04,100.0,,,,,,
623,2924,Leatherneck Steakhouse - Marines' Memorial Assn,"609 Sutter St,  12th Floor",San Francisco,CA,94102,37.788954,-122.410467,2017-12-05,98.0,Low Risk,4.5,$,273.0,0700,1900
624,1452,CAFE V,1525 FOLSOM St,San Francisco,CA,94103,37.771538,-122.414372,2017-12-05,89.0,High Risk,3.5,$,68.0,0700,1900
625,256,Marche Club of S.F.,4346 Mission St,San Francisco,CA,94112,37.727983,-122.432101,2017-12-05,90.0,Low Risk,,,,,
626,65898,Pearl's Deluxe Burgers,708 Post St,San Francisco,CA,94109,37.787677,-122.413634,2017-12-05,96.0,Low Risk,2.0,$$,189.0,1100,0000
627,2925,Marines Memorial Club - Banquet,609 Sutter St 10th Floor,San Francisco,CA,94102,37.788954,-122.410467,2017-12-05,89.0,Low Risk,4.5,$,242.0,0900,0900
628,14005,Yuyu Sushi,1559 A Sloat St,San Francisco,CA,94132,37.733901,-122.490726,2017-12-05,90.0,Moderate Risk,,,,,
629,61016,Pupuseria El Golazo,785 Moscow St,San Francisco,CA,94112,37.715276,-122.43208100000001,2017-12-05,94.0,Moderate Risk,,,,,
630,3481,Trattoria Contadina Restaurant,1800 Mason St,San Francisco,CA,94133,37.800146999999996,-122.412456,2017-12-05,86.0,Moderate Risk,,,,,
631,4667,EMPIRE THEATRE,085 WEST PORTAL Ave,San Francisco,CA,94127,37.739883,-122.466749,2017-12-06,100.0,,2.0,$,6.0,,
632,68356,BASK,42 Columbus Ave,San Francisco,CA,94111,37.796095,-122.404063,2017-12-06,100.0,,,,,,
633,39396,New Regent Cafe,638 Pacific Ave,San Francisco,CA,94133,37.797008,-122.40631299999998,2017-12-06,68.0,Low Risk,,,,,
634,37405,Irelands 32,3920 Geary Blvd,San Francisco,CA,94118,37.781278,-122.461312,2017-12-06,77.0,Low Risk,,,,,
635,69041,Washington Cafe,826 Washington St,San Francisco,CA,94108,37.795128000000005,-122.406993,2017-12-06,84.0,High Risk,4.0,$,672.0,1100,2200
636,4686,RICE GARDEN,1515 SLOAT Blvd,San Francisco,CA,94132,37.733944,-122.49043799999998,2017-12-06,92.0,Moderate Risk,4.0,$$,393.0,1600,2200
637,66811,BK11852,1298 HOWARD St,San Francisco,CA,94103,37.775314,-122.412819,2017-12-06,77.0,High Risk,4.5,$,1832.0,0700,1900
638,37151,Man Sung Company,1116 Grant Ave,San Francisco,CA,94133,37.797129,-122.406807,2017-12-06,92.0,Low Risk,,,,,
639,9436,Assab,2845 Geary Blvd,San Francisco,CA,94118,37.782016,-122.450026,2017-12-06,100.0,,3.5,$$,645.0,1100,1530
640,3115,Yee's Restaurant,1131 Grant Ave,San Francisco,CA,94133,37.797292,-122.40691399999999,2017-12-06,72.0,Low Risk,,,,,
641,38566,Tropisueño,75 Yerba Buena Ln,San Francisco,CA,94103,37.785638,-122.40418899999999,2017-12-06,81.0,Moderate Risk,4.0,$$,2170.0,0630,1900
642,59515,Yummy BBQ Kitchen,683 Broadway St,San Francisco,CA,94133,37.797663,-122.408377,2017-12-06,73.0,Low Risk,4.0,$,351.0,0700,1500
643,1085,STARBUCKS COFFEE #9219,333 MARKET St,San Francisco,CA,94105,37.792037,-122.397852,2017-12-07,96.0,Moderate Risk,,,,,
644,1800,BRAVO PIZZA,5145 MISSION St,San Francisco,CA,94112,37.716583,-122.44083400000001,2017-12-07,84.0,Moderate Risk,,,,,
645,69351,Sarku Japan,865 Market St Space#C08,San Francisco,CA,94103,37.784317,-122.40756299999998,2017-12-07,85.0,Moderate Risk,4.5,$,584.0,1100,1930
646,63597,Zero Zero,826 FOLSOM St,San Francisco,CA,94107,37.781494,-122.401909,2017-12-07,94.0,Low Risk,4.0,$$,549.0,1600,0000
647,64416,Yoppi Yogurt,845 Market St 277,San Francisco,CA,94103,37.784848,-122.406892,2017-12-07,90.0,Moderate Risk,,,,,
648,7534,RUSSELL'S CONVENIENCE #605,333 MARKET St,San Francisco,CA,94105,37.792037,-122.397852,2017-12-07,96.0,Low Risk,3.0,$$,16.0,,
649,65873,Capurro's,498 Jefferson St,San Francisco,CA,94109,37.807649,-122.420744,2017-12-08,91.0,Low Risk,3.5,$$,665.0,1100,1430
650,7610,UNIMART,1201 HOWARD St,San Francisco,CA,94103,37.776098,-122.41171200000001,2017-12-08,98.0,Low Risk,4.5,$,151.0,0900,2100
651,3325,Jacks Cannery,2801 Leavenworth St,San Francisco,CA,94133,37.807155,-122.419004,2017-12-08,96.0,Low Risk,4.0,$,144.0,1100,2200
652,5016,The Crab Station of Fisherman's Wharf,Foot of Taylor St #2,San Francisco,CA,94133,37.795202,-122.413169,2017-12-08,88.0,Low Risk,,,,,
653,2542,PETER D'S RESTAURANT,2201 Van Ness St,San Francisco,CA,94109,37.795993,-122.423585,2017-12-08,65.0,Low Risk,2.0,$$,189.0,1100,0000
654,300,SUBWAY,2001 VAN NESS Ave,San Francisco,CA,94109,37.794134,-122.42323400000001,2017-12-08,86.0,Low Risk,,,,,
655,35771,Starbucks Coffee,462 Powell St,San Francisco,CA,94102,37.788918,-122.408507,2017-12-11,98.0,Low Risk,,,,,
656,903,Sabra Restaurant,419 Grant Ave,San Francisco,CA,94108,37.790874,-122.405634,2017-12-11,91.0,Low Risk,4.0,$$,402.0,1130,1500
657,7366,ALL STATES BEST FOODS,1607 20th St,San Francisco,CA,94107,37.759913,-122.397589,2017-12-11,98.0,Low Risk,3.5,$$,352.0,1000,1430
658,21407,Subway Sandwiches #34341,11 03rd St,San Francisco,CA,94103,37.787451000000004,-122.40333700000001,2017-12-11,88.0,Low Risk,3.5,$,479.0,1100,2300
659,71065,"Chutney USA, Inc.",511 Jones St,San Francisco,CA,94102,37.786044,-122.413054,2017-12-11,89.0,Low Risk,3.5,$$,93.0,0700,1700
660,3495,Ryoko's,619 Taylor St,San Francisco,CA,94102,37.788134,-122.411817,2017-12-11,98.0,Low Risk,2.0,,2.0,,
661,2134,"CHIEFTAIN IRISH PUB, THE",198 05th St,San Francisco,CA,94103,37.781566999999995,-122.40505900000001,2017-12-11,87.0,High Risk,,,,,
662,3111,The Family,545 Powell St,San Francisco,CA,94108,37.789895,-122.408774,2017-12-11,100.0,,4.0,$,266.0,0800,1900
663,62816,Bernal Heights Neighborhood Center,4468 Mission St,San Francisco,CA,94110,37.72619,-122.433725,2017-12-11,100.0,,,,,,
664,758,BAKERY/ICE CREAM/STOREROOM,2 New Montgomery St,San Francisco,CA,94105,37.788286,-122.40154299999999,2017-12-12,94.0,Moderate Risk,2.5,$$,1067.0,1100,2200
665,4828,SAY CHEESE,856 COLE St,San Francisco,CA,94117,37.766017,-122.449976,2017-12-12,96.0,Moderate Risk,3.5,$,396.0,0600,2000
666,3405,GARDEN CT. RESTAURANT & BAR,2 NEW MONTGOMERY St,San Francisco,CA,94105,37.788286,-122.40154299999999,2017-12-12,85.0,Moderate Risk,4.5,$,167.0,1000,1800
667,70685,5 Degree Tea House,2527 SAN BRUNO Ave,San Francisco,CA,94134,37.729753,-122.40446999999999,2017-12-12,86.0,Low Risk,3.0,$,529.0,1200,2300
668,905,Working Girls' Cafe',0259 Kearny St,San Francisco,CA,94108,37.790477,-122.40403300000001,2017-12-12,96.0,Low Risk,5.0,$$,17.0,,
669,34102,The Broken Record,1166 Geneva Ave,San Francisco,CA,94112,37.71444,-122.43683500000002,2017-12-12,88.0,Moderate Risk,4.0,$,876.0,0930,0200
670,519,SHERATON PALACE - EMP.  CAFETERIA,2 NEW MONTGOMERY St,San Francisco,CA,94105,37.788286,-122.40154299999999,2017-12-12,91.0,Low Risk,,,,,
671,60555,Farm Fresh Underground,1650 Holloway Ave LC,San Francisco,CA,94132,37.720894,-122.478029,2017-12-13,100.0,,5.0,,1.0,,
672,3529,Great Eastern Restaurant,649 Jackson St,San Francisco,CA,94133,37.796093,-122.405918,2017-12-13,83.0,Low Risk,4.0,$,5.0,,
673,18800,7-Mission Restaurant,150 07th St,San Francisco,CA,94103,37.778546999999996,-122.41013000000001,2017-12-13,92.0,Moderate Risk,,,,,
674,37818,Nick's Crispy Tacos,1500 Broadway St,San Francisco,CA,94109,37.795991,-122.42181699999999,2017-12-13,96.0,Low Risk,,,,,
675,71909,Shanghai Dumpling King 2,696 Monterey Blvd,San Francisco,CA,94127,37.731567999999996,-122.45097,2017-12-13,92.0,Low Risk,,,,,
676,3571,CITY CLUB,"155 Sansome St, 10th Floor",San Francisco,CA,94104,37.791714,-122.40083500000001,2017-12-13,74.0,Moderate Risk,3.5,$,222.0,0600,1800
677,2053,ZA,1919 Hyde St,San Francisco,CA,94109,37.798553000000005,-122.41896399999999,2017-12-14,96.0,Low Risk,3.5,$,926.0,1100,0000
678,61861,SO,1010 BRYANT St,San Francisco,CA,94103,37.772264,-122.407339,2017-12-14,85.0,High Risk,4.0,$$,783.0,1100,2030
679,59016,Mission Martco,5098 MISSION St,San Francisco,CA,94112,37.716782,-122.440816,2017-12-14,94.0,Low Risk,,,,,
680,60602,Nizario's Pizza No 4,279 Columbus St,San Francisco,CA,94133,37.797827000000005,-122.406598,2017-12-14,92.0,Low Risk,3.5,$,458.0,1100,0000
681,2131,DRAGON WELL,2142 CHESTNUT St,San Francisco,CA,94123,37.800528,-122.43866399999999,2017-12-14,92.0,Moderate Risk,,,,,
682,7529,BILLIARD PALACADE,5179 MISSION St,San Francisco,CA,94112,37.715769,-122.441505,2017-12-14,98.0,Low Risk,3.0,$,118.0,0400,2000
683,2077,Peet's Coffee & Tea,2139C Polk St,San Francisco,CA,94109,37.796316,-122.42190900000001,2017-12-14,96.0,Low Risk,,,,,
684,2978,JAY N BEE CLUB,2736 20th St,San Francisco,CA,94110,37.759347999999996,-122.408257,2017-12-14,88.0,Moderate Risk,4.0,$,672.0,1100,2200
685,68824,Harvey's Place,330 05th St,San Francisco,CA,94107,37.779807,-122.402887,2017-12-14,98.0,Low Risk,3.5,$$,3196.0,1100,2100
686,66684,The Ice Cream Bar,815 COLE St,San Francisco,CA,94117,37.766566999999995,-122.450189,2017-12-14,100.0,,4.0,$$,656.0,0700,2100
687,1122,STARBUCKS COFFEE #531,2132 CHESTNUT St,San Francisco,CA,94123,37.800546999999995,-122.43849399999999,2017-12-14,94.0,Low Risk,5.0,,1.0,,
688,2620,Bambino's Ristorante,945 Cole St,San Francisco,CA,94117,37.765174,-122.44988400000001,2017-12-14,96.0,Low Risk,,,,,
689,60933,Mayes,1233 Polk St,San Francisco,CA,94109,37.788313,-122.420254,2017-12-14,81.0,Low Risk,4.0,$$,586.0,1130,1545
690,6864,Green & Polk Produce,2222 Polk St,San Francisco,CA,94109,37.797238,-122.42195600000001,2017-12-15,96.0,Moderate Risk,2.5,$$,207.0,1100,1500
691,21101,William Cross Wine Merchants,2253 Polk St,San Francisco,CA,94109,37.797492,-122.42214399999999,2017-12-15,96.0,Moderate Risk,,,,,
692,3503,Starbucks Coffee,565 Clay St,San Francisco,CA,94111,37.794703000000005,-122.40268700000001,2017-12-15,100.0,,4.0,$$,905.0,1100,2330
693,1635,KEZAR PUB,770 Stanyan St,San Francisco,CA,94117,37.767828,-122.453227,2017-12-15,91.0,High Risk,,,,,
694,65485,Batter Up,888 Geneva Ave,San Francisco,CA,94112,37.716703,-122.44122800000001,2017-12-15,90.0,Low Risk,4.0,$,23.0,0600,1900
695,5946,Notre Dame des Victoires,659 Pine St,San Francisco,CA,94108,37.791393,-122.406497,2017-12-15,98.0,,4.0,$,1.0,,
696,1262,NORTH BEACH PIZZA,800 STANYAN St,San Francisco,CA,94117,37.767286,-122.453075,2017-12-15,90.0,Low Risk,,,,,
697,39586,Loving Cup,2356 Polk St,San Francisco,CA,94109,37.798587,-122.422257,2017-12-15,94.0,Moderate Risk,3.5,$$,142.0,1400,2200
698,2252,Niji Japanese Grille,50 Post St Space #53,San Francisco,CA,94104,37.789064,-122.40286100000002,2017-12-15,84.0,Moderate Risk,3.5,$,601.0,1130,1500
699,69706,The Bagelry of S.F.,2139 A Polk St,San Francisco,CA,94109,37.796308,-122.421907,2017-12-18,85.0,Moderate Risk,,,,,
700,35855,Lava Restaurant & Lounge,527 BRYANT St,San Francisco,CA,94107,37.780728,-122.39652199999999,2017-12-18,89.0,Moderate Risk,4.0,$$,825.0,1130,0130
701,2072,Starbucks Coffee Company,2163 Polk St,San Francisco,CA,94109,37.796527000000005,-122.421953,2017-12-18,100.0,,3.0,,30.0,1130,1500
702,3337,The Real Food Company,2140 Polk St,San Francisco,CA,94109,37.796478,-122.42183700000001,2017-12-18,86.0,Moderate Risk,4.5,$,54.0,,
703,29429,The Plant Cafe,3352 STEINER ST,San Francisco,CA,94123,37.800407,-122.43779599999999,2017-12-18,85.0,Low Risk,,,,,
704,4449,Universal Bakery Inc.,3458 MISSION St,San Francisco,CA,94110,37.741316999999995,-122.42268700000001,2017-12-18,83.0,Low Risk,,,,,
705,36215,Red and White Fleet - Harbor Princess,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.41506899999999,2017-12-19,98.0,Low Risk,3.0,$,49.0,0530,2100
706,18399,Starbucks,3735 Buchanan St,San Francisco,CA,94123,37.804444000000004,-122.433625,2017-12-19,100.0,,4.0,$,354.0,0800,1500
707,69237,SPRESSA,51 Cambon Dr,San Francisco,CA,94132,37.718253999999995,-122.474427,2017-12-19,100.0,,3.0,$,127.0,0800,1930
708,34814,The Irish Bank Bar & Restaurant,10 Mark Ln,San Francisco,CA,94108,37.790324,-122.404774,2017-12-19,87.0,Moderate Risk,3.5,$,185.0,0600,2100
709,36214,Red and White Fleet - Harbor Queen,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.41506899999999,2017-12-19,100.0,,,,,,
710,36216,Red and White Fleet - Royal Prince,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.41506899999999,2017-12-19,100.0,,4.0,$,3.0,,
711,39176,Crave,2164 Polk St,San Francisco,CA,94109,37.796748,-122.421897,2017-12-19,79.0,High Risk,,,,,
712,1811,MOONLIGHT CAFE,634 CORTLAND Ave,San Francisco,CA,94110,37.738923,-122.41529299999999,2017-12-19,92.0,Moderate Risk,4.5,$,266.0,0630,1700
713,8823,Miette,1 Ferry Building Shop 10,San Francisco,CA,94111,37.795225,-122.39376999999999,2017-12-20,100.0,,4.0,$$$,6704.0,1730,2200
714,32862,Naked Fish Sushi & Lounge Inc,2084 CHESTNUT St,San Francisco,CA,94123,37.800684999999994,-122.43771000000001,2017-12-21,92.0,Moderate Risk,,,,,
715,62785,Harrison Shell,1201 Harrison St,San Francisco,CA,94103,37.773568,-122.40871200000001,2017-12-21,84.0,Moderate Risk,4.0,$,18.0,0800,2100
716,7573,Green Earth Natural Foods,860 DIVISADERO St,San Francisco,CA,94117,37.777598,-122.43828700000002,2017-12-26,90.0,Moderate Risk,,,,,
717,60210,Cafe Seventy 8,78 29th St,San Francisco,CA,94110,37.744012,-122.42226399999998,2017-12-26,93.0,High Risk,,,,,
718,71823,Subway Sandwiches #24254,200 Pine St #140,San Francisco,CA,94104,37.792237,-122.400124,2017-12-27,94.0,Low Risk,3.5,$,83.0,1030,2030
719,2002,PANDA EXPRESS,3251 20th Ave 250H,San Francisco,CA,94132,37.728497,-122.47563899999999,2017-12-27,89.0,Low Risk,4.0,$$,465.0,0630,1700
720,4819,Starbucks Coffee,398 Market St,San Francisco,CA,94111,37.791742,-122.39837299999999,2017-12-27,96.0,Low Risk,,,,,
721,39047,Specialty's Cafe & Bakery,"22 Battery St, Suite D",San Francisco,CA,94111,37.791546000000004,-122.399597,2017-12-27,92.0,Low Risk,,,,,
722,63406,Baker Street Bistro,2953 BAKER St,San Francisco,CA,94123,37.798171999999994,-122.44596200000001,2017-12-27,92.0,Low Risk,,,,,
723,13226,CALIFORNIA WINE MERCHANT,2113 CHESTNUT ST,San Francisco,CA,94123,37.800534000000006,-122.438217,2017-12-28,98.0,Low Risk,,,,,
724,36023,Blue Barn Gourmet,2105 Chestnut St,San Francisco,CA,94123,37.800536,-122.43796999999999,2017-12-28,92.0,Moderate Risk,3.5,$$,15.0,,
725,268,LOS HERMANOS,2026 CHESTNUT St,San Francisco,CA,94123,37.800767,-122.436924,2017-12-28,100.0,,,,,,
726,63493,The Golden West,8 Trinity Pl,San Francisco,CA,94104,37.790053,-122.40258600000001,2017-12-28,78.0,Low Risk,,,,,
727,4145,FINAL FINAL,2990 BAKER St,San Francisco,CA,94123,37.798531,-122.44589099999999,2017-12-28,94.0,Low Risk,,,,,
728,3524,Golden Gate Bakery,1029 Grant Ave,San Francisco,CA,94133,37.796385,-122.406724,2017-12-29,98.0,Low Risk,,,,,
729,3253,S F GOLF CLUB,1310 Junipero Serra Blvd,San Francisco,CA,94132,37.711329,-122.47131599999999,2017-12-29,87.0,Low Risk,,,,,
730,5997,STONESTOWN FAMILY YMCA (SR. ANNEX),3150 20th Ave,San Francisco,CA,94132,37.730576,-122.47588,2018-01-02,98.0,Low Risk,3.5,$$,93.0,0700,1700
731,61512,Delarosa,2175 CHESTNUT St,San Francisco,CA,94123,37.800414,-122.439127,2018-01-02,92.0,Moderate Risk,,,,,
732,34033,Cafe Meuse,1400 Pacific Ave,San Francisco,CA,94109,37.795468,-122.418474,2018-01-02,83.0,Moderate Risk,,,,,
733,5038,MARINA DELI,2299 CHESTNUT St,San Francisco,CA,94123,37.800194,-122.440927,2018-01-02,89.0,Low Risk,,,,,
734,1147,UA Twin Stonestown,501 Buckingham Way,San Francisco,CA,94132,37.730105,-122.47844099999999,2018-01-02,94.0,Moderate Risk,,,,,
735,65624,Tacko Shop,3115 Fillmore St,San Francisco,CA,94123,37.798272999999995,-122.435774,2018-01-03,92.0,Moderate Risk,2.5,$,25.0,0900,1300
736,66999,Super Duper Burgers,2201 Chestnut St,San Francisco,CA,94123,37.800344,-122.439697,2018-01-03,84.0,Moderate Risk,3.5,$$,304.0,1130,1500
737,37304,Balompie Cafe No. 3 Inc.,3801 Mission St,San Francisco,CA,94110,37.73598,-122.424438,2018-01-03,76.0,Moderate Risk,4.0,$$$,685.0,1730,2200
738,68591,Cerveceria De Mateveza,3801 18th St,San Francisco,CA,,37.761385,-122.42848799999999,2018-01-03,100.0,,3.5,$,83.0,1030,2030
739,384,RINCONSITO SALVADORENO,3829 MISSION St,San Francisco,CA,94110,37.73571,-122.42452800000001,2018-01-03,96.0,Moderate Risk,,,,,
740,7761,LELENITA'S CAKES,3743 MISSION St,San Francisco,CA,94110,37.736628,-122.424163,2018-01-03,90.0,Low Risk,,,,,
741,33467,"California Pizza Kitchen, Inc.",53 03rd St,San Francisco,CA,94103,37.78678,-122.40253500000001,2018-01-03,94.0,Low Risk,,,,,
742,70823,Toma,3318 Steiner St,San Francisco,CA,94123,37.799997,-122.437726,2018-01-04,92.0,Low Risk,,,,,
743,32693,Nickies,466 Haight St,San Francisco,CA,94117,37.772249,-122.429897,2018-01-04,89.0,Moderate Risk,3.5,,16.0,0900,1530
744,305,PACIFIC CATCH,2027 CHESTNUT St,San Francisco,CA,94123,37.800763,-122.436536,2018-01-04,88.0,Low Risk,3.5,$$,691.0,2100,0200
745,2384,TWO JACKS SEAFOOD,401 HAIGHT St,San Francisco,CA,94117,37.772273999999996,-122.428997,2018-01-04,87.0,High Risk,3.5,$,311.0,0600,1600
746,3877,BALBOA CAFE,3199 FILLMORE St,San Francisco,CA,94123,37.798835,-122.43589399999999,2018-01-04,79.0,Moderate Risk,,,,,
747,68842,All Good Pizza,1605 Jerrold Ave,San Francisco,CA,,37.738997999999995,-122.389778,2018-01-04,73.0,Moderate Risk,3.5,$,593.0,1000,0000
748,4947,AVENUE FINE FOODS,1837 PACIFIC Ave,San Francisco,CA,94109,37.794494,-122.425527,2018-01-05,100.0,,4.0,$$$,634.0,1700,2100
749,35507,Marina Meats Inc.,2395 Chestnut St,San Francisco,CA,94123,37.799944,-122.44271599999999,2018-01-05,92.0,Moderate Risk,,,,,
750,3870,LA ALTENA,3346 MISSION St,San Francisco,CA,94110,37.743206,-122.42154599999999,2018-01-05,90.0,Low Risk,,,,,
751,10668,A16,2355 CHESTNUT ST,San Francisco,CA,94123,37.800043,-122.442097,2018-01-05,96.0,Low Risk,3.5,$,229.0,0630,1200
752,140,Cafe Madeleine,300 California St,San Francisco,CA,94104,37.793268,-122.400323,2018-01-05,86.0,Moderate Risk,,,,,
753,30001,Amici's East Coast Pizzeria,2200 LOMBARD St,San Francisco,CA,94123,37.799628000000006,-122.437974,2018-01-05,86.0,High Risk,,,,,
754,63576,Angkor Borei Restaurant,3471 MISSION St,San Francisco,CA,94110,37.741333000000004,-122.42260300000001,2018-01-05,94.0,Low Risk,,,,,
755,1674,NORDSTROM CAFE BISTRO,865 MARKET St,San Francisco,CA,94103,37.784317,-122.40756299999998,2018-01-08,96.0,Moderate Risk,3.5,$,173.0,1000,2200
756,1931,YUMMY YUMMY VIETNAMESE RESTAURANT,1015 IRVING St,San Francisco,CA,94122,37.763913,-122.46880900000001,2018-01-08,92.0,Moderate Risk,,,,,
757,61093,EATS,50 CLEMENT St,San Francisco,CA,94118,37.783221000000005,-122.45958799999998,2018-01-08,90.0,Low Risk,,,,,
758,6625,House of Coffee,1618 Noriega St,San Francisco,CA,94122,37.754058,-122.481201,2018-01-08,96.0,Low Risk,,,,,
759,68173,Wise Sons Deli,3150 24th St,San Francisco,CA,94110,37.752468,-122.415332,2018-01-08,94.0,Moderate Risk,3.0,$$,311.0,1100,1400
760,63757,Ajisen Ramen,865 Market St #STC-12,San Francisco,CA,94103,37.784317,-122.40756299999998,2018-01-08,80.0,High Risk,,,,,
761,2127,NOAH'S BAGELS,2075 CHESTNUT St,San Francisco,CA,94133,37.800653000000004,-122.437386,2018-01-08,73.0,High Risk,2.5,$$,334.0,0830,2200
762,61351,Don Pisto Restaurants LLC,510 Union St,San Francisco,CA,94133,37.800628,-122.407824,2018-01-08,86.0,Low Risk,4.0,$,114.0,,
763,62739,Tortas Los Picudos,2969 24th St,San Francisco,CA,94110,37.752653,-122.411359,2018-01-09,93.0,High Risk,4.0,$$,368.0,1730,0000
764,2427,TAQUERIA EL FAROLITO #3,2950 24th St,San Francisco,CA,94110,37.752728000000005,-122.41112199999999,2018-01-09,89.0,High Risk,3.5,$$,2390.0,1130,2200
765,10877,CHINA FIRST INC.,336 CLEMENT ST,San Francisco,CA,94118,37.783038,-122.46298200000001,2018-01-09,81.0,Low Risk,3.0,$$,311.0,1100,1400
