,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,inspection_date,inspection_score,risk_category
684,5946,Notre Dame des Victoires,659 Pine St,San Francisco,CA,94108,37.791393,-122.406497,2017-12-15,98.0,
685,1262,NORTH BEACH PIZZA,800 STANYAN St,San Francisco,CA,94117,37.767286,-122.453075,2017-12-15,90.0,Low Risk
686,39586,Loving Cup,2356 Polk St,San Francisco,CA,94109,37.798587,-122.422257,2017-12-15,94.0,Moderate Risk
687,2252,Niji Japanese Grille,50 Post St Space #53,San Francisco,CA,94104,37.789064,-122.40286100000002,2017-12-15,84.0,Moderate Risk
688,69706,The Bagelry of S.F.,2139 A Polk St,San Francisco,CA,94109,37.796308,-122.421907,2017-12-18,85.0,Moderate Risk
689,35855,Lava Restaurant & Lounge,527 BRYANT St,San Francisco,CA,94107,37.780728,-122.39652199999999,2017-12-18,89.0,Moderate Risk
690,2072,Starbucks Coffee Company,2163 Polk St,San Francisco,CA,94109,37.796527000000005,-122.421953,2017-12-18,100.0,
691,3337,The Real Food Company,2140 Polk St,San Francisco,CA,94109,37.796478,-122.42183700000001,2017-12-18,86.0,Moderate Risk
692,29429,The Plant Cafe,3352 STEINER ST,San Francisco,CA,94123,37.800407,-122.43779599999999,2017-12-18,85.0,Low Risk
693,4449,Universal Bakery Inc.,3458 MISSION St,San Francisco,CA,94110,37.741316999999995,-122.42268700000001,2017-12-18,83.0,Low Risk
694,36215,Red and White Fleet - Harbor Princess,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.41506899999999,2017-12-19,98.0,Low Risk
695,18399,Starbucks,3735 Buchanan St,San Francisco,CA,94123,37.804444000000004,-122.433625,2017-12-19,100.0,
696,69237,SPRESSA,51 Cambon Dr,San Francisco,CA,94132,37.718253999999995,-122.474427,2017-12-19,100.0,
697,34814,The Irish Bank Bar & Restaurant,10 Mark Ln,San Francisco,CA,94108,37.790324,-122.404774,2017-12-19,87.0,Moderate Risk
698,36214,Red and White Fleet - Harbor Queen,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.41506899999999,2017-12-19,100.0,
699,36216,Red and White Fleet - Royal Prince,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.41506899999999,2017-12-19,100.0,
700,39176,Crave,2164 Polk St,San Francisco,CA,94109,37.796748,-122.421897,2017-12-19,79.0,High Risk
701,1811,MOONLIGHT CAFE,634 CORTLAND Ave,San Francisco,CA,94110,37.738923,-122.41529299999999,2017-12-19,92.0,Moderate Risk
702,8823,Miette,1 Ferry Building Shop 10,San Francisco,CA,94111,37.795225,-122.39376999999999,2017-12-20,100.0,
703,32862,Naked Fish Sushi & Lounge Inc,2084 CHESTNUT St,San Francisco,CA,94123,37.800684999999994,-122.43771000000001,2017-12-21,92.0,Moderate Risk
704,62785,Harrison Shell,1201 Harrison St,San Francisco,CA,94103,37.773568,-122.40871200000001,2017-12-21,84.0,Moderate Risk
705,7573,Green Earth Natural Foods,860 DIVISADERO St,San Francisco,CA,94117,37.777598,-122.43828700000002,2017-12-26,90.0,Moderate Risk
706,60210,Cafe Seventy 8,78 29th St,San Francisco,CA,94110,37.744012,-122.42226399999998,2017-12-26,93.0,High Risk
707,71823,Subway Sandwiches #24254,200 Pine St #140,San Francisco,CA,94104,37.792237,-122.400124,2017-12-27,94.0,Low Risk
708,2002,PANDA EXPRESS,3251 20th Ave 250H,San Francisco,CA,94132,37.728497,-122.47563899999999,2017-12-27,89.0,Low Risk
709,4819,Starbucks Coffee,398 Market St,San Francisco,CA,94111,37.791742,-122.39837299999999,2017-12-27,96.0,Low Risk
710,39047,Specialty's Cafe & Bakery,"22 Battery St, Suite D",San Francisco,CA,94111,37.791546000000004,-122.399597,2017-12-27,92.0,Low Risk
711,63406,Baker Street Bistro,2953 BAKER St,San Francisco,CA,94123,37.798171999999994,-122.44596200000001,2017-12-27,92.0,Low Risk
712,13226,CALIFORNIA WINE MERCHANT,2113 CHESTNUT ST,San Francisco,CA,94123,37.800534000000006,-122.438217,2017-12-28,98.0,Low Risk
713,36023,Blue Barn Gourmet,2105 Chestnut St,San Francisco,CA,94123,37.800536,-122.43796999999999,2017-12-28,92.0,Moderate Risk
714,268,LOS HERMANOS,2026 CHESTNUT St,San Francisco,CA,94123,37.800767,-122.436924,2017-12-28,100.0,
715,63493,The Golden West,8 Trinity Pl,San Francisco,CA,94104,37.790053,-122.40258600000001,2017-12-28,78.0,Low Risk
716,4145,FINAL FINAL,2990 BAKER St,San Francisco,CA,94123,37.798531,-122.44589099999999,2017-12-28,94.0,Low Risk
717,3524,Golden Gate Bakery,1029 Grant Ave,San Francisco,CA,94133,37.796385,-122.406724,2017-12-29,98.0,Low Risk
718,3253,S F GOLF CLUB,1310 Junipero Serra Blvd,San Francisco,CA,94132,37.711329,-122.47131599999999,2017-12-29,87.0,Low Risk
719,5997,STONESTOWN FAMILY YMCA (SR. ANNEX),3150 20th Ave,San Francisco,CA,94132,37.730576,-122.47588,2018-01-02,98.0,Low Risk
720,61512,Delarosa,2175 CHESTNUT St,San Francisco,CA,94123,37.800414,-122.439127,2018-01-02,92.0,Moderate Risk
721,34033,Cafe Meuse,1400 Pacific Ave,San Francisco,CA,94109,37.795468,-122.418474,2018-01-02,83.0,Moderate Risk
722,5038,MARINA DELI,2299 CHESTNUT St,San Francisco,CA,94123,37.800194,-122.440927,2018-01-02,89.0,Low Risk
723,1147,UA Twin Stonestown,501 Buckingham Way,San Francisco,CA,94132,37.730105,-122.47844099999999,2018-01-02,94.0,Moderate Risk
724,65624,Tacko Shop,3115 Fillmore St,San Francisco,CA,94123,37.798272999999995,-122.435774,2018-01-03,92.0,Moderate Risk
725,66999,Super Duper Burgers,2201 Chestnut St,San Francisco,CA,94123,37.800344,-122.439697,2018-01-03,84.0,Moderate Risk
726,37304,Balompie Cafe No. 3 Inc.,3801 Mission St,San Francisco,CA,94110,37.73598,-122.424438,2018-01-03,76.0,Moderate Risk
727,68591,Cerveceria De Mateveza,3801 18th St,San Francisco,CA,,37.761385,-122.42848799999999,2018-01-03,100.0,
728,384,RINCONSITO SALVADORENO,3829 MISSION St,San Francisco,CA,94110,37.73571,-122.42452800000001,2018-01-03,96.0,Moderate Risk
729,7761,LELENITA'S CAKES,3743 MISSION St,San Francisco,CA,94110,37.736628,-122.424163,2018-01-03,90.0,Low Risk
730,33467,"California Pizza Kitchen, Inc.",53 03rd St,San Francisco,CA,94103,37.78678,-122.40253500000001,2018-01-03,94.0,Low Risk
731,70823,Toma,3318 Steiner St,San Francisco,CA,94123,37.799997,-122.437726,2018-01-04,92.0,Low Risk
732,32693,Nickies,466 Haight St,San Francisco,CA,94117,37.772249,-122.429897,2018-01-04,89.0,Moderate Risk
733,305,PACIFIC CATCH,2027 CHESTNUT St,San Francisco,CA,94123,37.800763,-122.436536,2018-01-04,88.0,Low Risk
734,2384,TWO JACKS SEAFOOD,401 HAIGHT St,San Francisco,CA,94117,37.772273999999996,-122.428997,2018-01-04,87.0,High Risk
735,3877,BALBOA CAFE,3199 FILLMORE St,San Francisco,CA,94123,37.798835,-122.43589399999999,2018-01-04,79.0,Moderate Risk
736,68842,All Good Pizza,1605 Jerrold Ave,San Francisco,CA,,37.738997999999995,-122.389778,2018-01-04,73.0,Moderate Risk
737,4947,AVENUE FINE FOODS,1837 PACIFIC Ave,San Francisco,CA,94109,37.794494,-122.425527,2018-01-05,100.0,
738,35507,Marina Meats Inc.,2395 Chestnut St,San Francisco,CA,94123,37.799944,-122.44271599999999,2018-01-05,92.0,Moderate Risk
739,3870,LA ALTENA,3346 MISSION St,San Francisco,CA,94110,37.743206,-122.42154599999999,2018-01-05,90.0,Low Risk
740,10668,A16,2355 CHESTNUT ST,San Francisco,CA,94123,37.800043,-122.442097,2018-01-05,96.0,Low Risk
741,140,Cafe Madeleine,300 California St,San Francisco,CA,94104,37.793268,-122.400323,2018-01-05,86.0,Moderate Risk
742,30001,Amici's East Coast Pizzeria,2200 LOMBARD St,San Francisco,CA,94123,37.799628000000006,-122.437974,2018-01-05,86.0,High Risk
743,63576,Angkor Borei Restaurant,3471 MISSION St,San Francisco,CA,94110,37.741333000000004,-122.42260300000001,2018-01-05,94.0,Low Risk
744,1674,NORDSTROM CAFE BISTRO,865 MARKET St,San Francisco,CA,94103,37.784317,-122.40756299999998,2018-01-08,96.0,Moderate Risk
745,1931,YUMMY YUMMY VIETNAMESE RESTAURANT,1015 IRVING St,San Francisco,CA,94122,37.763913,-122.46880900000001,2018-01-08,92.0,Moderate Risk
746,61093,EATS,50 CLEMENT St,San Francisco,CA,94118,37.783221000000005,-122.45958799999998,2018-01-08,90.0,Low Risk
747,6625,House of Coffee,1618 Noriega St,San Francisco,CA,94122,37.754058,-122.481201,2018-01-08,96.0,Low Risk
748,68173,Wise Sons Deli,3150 24th St,San Francisco,CA,94110,37.752468,-122.415332,2018-01-08,94.0,Moderate Risk
749,63757,Ajisen Ramen,865 Market St #STC-12,San Francisco,CA,94103,37.784317,-122.40756299999998,2018-01-08,80.0,High Risk
750,2127,NOAH'S BAGELS,2075 CHESTNUT St,San Francisco,CA,94133,37.800653000000004,-122.437386,2018-01-08,73.0,High Risk
751,61351,Don Pisto Restaurants LLC,510 Union St,San Francisco,CA,94133,37.800628,-122.407824,2018-01-08,86.0,Low Risk
752,62739,Tortas Los Picudos,2969 24th St,San Francisco,CA,94110,37.752653,-122.411359,2018-01-09,93.0,High Risk
753,2427,TAQUERIA EL FAROLITO #3,2950 24th St,San Francisco,CA,94110,37.752728000000005,-122.41112199999999,2018-01-09,89.0,High Risk
754,10877,CHINA FIRST INC.,336 CLEMENT ST,San Francisco,CA,94118,37.783038,-122.46298200000001,2018-01-09,81.0,Low Risk
755,2420,TAQUERIA SAN FRANCISCO,3230 24th St,San Francisco,CA,94110,37.752908000000005,-122.40801299999998,2018-01-09,92.0,Moderate Risk
756,2020,MONROE RESIDENCE CLUB,1870 Sacramento St,San Francisco,CA,94109,37.791178,-122.423703,2018-01-09,100.0,
757,4643,CHEUNG HING CHINESE DELI & MEAT INC,323 Clement St,San Francisco,CA,94118,37.782993,-122.462709,2018-01-09,83.0,Moderate Risk
758,39888,Henry's Hunan Restaurant,1708 CHURCH St,San Francisco,CA,94131,37.743427000000004,-122.42666399999999,2018-01-10,90.0,Low Risk
759,65442,Bluestem Brasserie,1 Yerba Buena Ln,San Francisco,CA,94103,37.785078000000006,-122.40353200000001,2018-01-10,80.0,High Risk
760,1854,Cafe Venue,218 Montgomery St,San Francisco,CA,94104,37.791148,-122.40226200000001,2018-01-10,87.0,Moderate Risk
761,1154,SUNFLOWER RESTAURANT,506 Valencia St,San Francisco,CA,94103,37.764678,-122.42190500000001,2018-01-10,81.0,Moderate Risk
762,68766,Moolicious Cafe and Crepe,1 Sansome St #105,San Francisco,CA,94104,37.790415,-122.40061499999999,2018-01-10,96.0,Low Risk
763,2172,Mamas on Washington Square,1701 Stockton St,San Francisco,CA,94133,37.801553999999996,-122.409434,2018-01-10,83.0,Moderate Risk
764,68644,Central Kitchen & Salumeria,782 Florida,San Francisco,CA,94110,37.759378999999996,-122.41091499999999,2018-01-10,83.0,Low Risk
765,33911,B Star,127 CLEMENT St,San Francisco,CA,94118,37.783093,-122.460649,2018-01-10,92.0,Moderate Risk
766,3043,ST. FRANCIS YACHT CLUB,Foot of Baker Street St,San Francisco,CA,94123,37.800632,-122.436438,2018-01-11,87.0,High Risk
767,37350,Press Club,20 Yerba Buena Ln,San Francisco,CA,94103,37.785385999999995,-122.403723,2018-01-11,96.0,Low Risk
768,34387,Lombard Union 76,2498 LOMBARD St,San Francisco,CA,94123,37.799078,-122.442374,2018-01-12,94.0,Low Risk
769,29304,Kara's Cupcakes,3249 SCOTT,San Francisco,CA,94123,37.799685,-122.44116000000001,2018-01-12,92.0,Low Risk
770,1866,Starbucks Coffee Company,343 Sansome St,San Francisco,CA,94104,37.793693,-122.40119399999999,2018-01-12,94.0,Low Risk
771,58861,The Tipsy Pig,2231 CHESTNUT St,San Francisco,CA,94123,37.800286,-122.439982,2018-01-12,93.0,High Risk
772,2971,ST MARY'S HOSPITAL CAFETERIA,450 STANYAN St L-B,San Francisco,CA,94117,37.773657,-122.45441699999999,2018-01-12,100.0,
773,488,The House,1230 Grant Ave,San Francisco,CA,94133,37.798519,-122.407071,2018-01-16,92.0,Moderate Risk
774,7495,LINCOLN 76,1200 LA PLAYA St,San Francisco,CA,94122,37.763483,-122.50933500000001,2018-01-16,100.0,
775,33591,Fujiyama-Ya,1234 Noriega St,San Francisco,CA,94122,37.754218,-122.477102,2018-01-16,87.0,High Risk
776,37667,"Albona Ristorante Istriano, LLC",545 Francisco St,San Francisco,CA,94133,37.804564,-122.41412700000001,2018-01-16,90.0,Low Risk
777,744,Cafe Bellini,865 MARKET St C45,San Francisco,CA,94103,37.784317,-122.40756299999998,2018-01-16,98.0,Low Risk
778,63554,Kin Khao Thai Eatery,55 CYRIL MAGNIN St,San Francisco,CA,94102,37.784965,-122.40861399999999,2018-01-16,89.0,High Risk
779,11304,HIDIVE,PIER 28 1/2,San Francisco,CA,94105,37.787914,-122.38771799999999,2018-01-16,96.0,Low Risk
780,3743,ROUND TABLE PIZZA RESTAURANT,3567 Geary Blvd,San Francisco,CA,94118,37.781233,-122.45718500000001,2018-01-16,83.0,Low Risk
781,275,Ben & Jerry's,170 O'Farrell St Basement,San Francisco,CA,94102,37.786547999999996,-122.40731299999999,2018-01-16,98.0,Low Risk
782,19357,Original Buffalo Wings,2499 Lombard St,San Francisco,CA,94123,37.799095,-122.442457,2018-01-16,69.0,Low Risk
783,18815,Lotus Garden Vietnamese Cuisine,3216 Mission St,San Francisco,CA,94110,37.745188,-122.42018700000001,2018-01-16,94.0,Low Risk
784,63489,Ferry Building Commissary,1 Ferry Building  #8A,San Francisco,CA,94111,37.795225,-122.39376999999999,2018-01-17,100.0,
785,70090,Cathead's BBQ,1665 FOLSOM St,San Francisco,CA,94103,37.770126,-122.415342,2018-01-17,92.0,Moderate Risk
786,39119,Brothers Restaurant,4128 GEARY Blvd,San Francisco,CA,94118,37.781147999999995,-122.46376200000002,2018-01-17,85.0,Low Risk
787,38259,Amber India Corporation,25 Yerba Buena Ln,San Francisco,CA,94103,37.785385999999995,-122.40391799999999,2018-01-17,85.0,Moderate Risk
788,2433,PUERTO ALEGRE NO. 2,2950 25th St,San Francisco,CA,94110,37.751208,-122.40916200000001,2018-01-18,98.0,Low Risk
789,38073,Java Beach at the Zoo,2650 SLOAT Blvd,San Francisco,CA,94116,37.735568,-122.50293,2018-01-18,94.0,Low Risk
790,25301,B Restaurant,720 HOWARD St,San Francisco,CA,94103,37.784403999999995,-122.401339,2018-01-18,90.0,Low Risk
791,7477,Harbor Emperor,377,San Francisco,CA,94133,37.808494,-122.412,2018-01-19,98.0,Low Risk
792,63136,Sodexo at PG & E Energy Center,851 HOWARD St,San Francisco,CA,94103,37.782336,-122.40378799999999,2018-01-19,98.0,Low Risk
793,7600,MV Vallejo,Pier 41,San Francisco,CA,94133,37.808494,-122.412,2018-01-19,98.0,Low Risk
794,7602,Oski,Pier 41,San Francisco,CA,94133,37.808494,-122.412,2018-01-19,94.0,Moderate Risk
795,7601,Old Blue,Pier 41,San Francisco,CA,94133,37.808494,-122.412,2018-01-19,98.0,Low Risk
796,7722,Bay Monarch,Pier 41,San Francisco,CA,94133,37.808494,-122.412,2018-01-19,98.0,Low Risk
797,7528,Encinal,Pier 41,San Francisco,CA,94133,37.808494,-122.412,2018-01-19,96.0,Low Risk
798,66732,Soma Restaurant And Bar,85 05th St,San Francisco,CA,94103,37.782854,-122.40666200000001,2018-01-19,90.0,Moderate Risk
799,59044,Taqueria Cazadores,1600 C Mission St,San Francisco,CA,94110,37.749851,-122.415121,2018-01-22,78.0,Moderate Risk
800,4986,SENIORE'S PIZZA,2415 19th Ave,San Francisco,CA,94116,37.742728,-122.475714,2018-01-22,88.0,Moderate Risk
801,38564,Chili Lemon Garlic,518 Bryant St,San Francisco,CA,94107,37.780914,-122.39638899999999,2018-01-22,86.0,High Risk
802,68615,Osha Express,1 Market St #21B,San Francisco,CA,94105,37.794346999999995,-122.39493200000001,2018-01-22,76.0,High Risk
803,39528,Darwin Cafe,212 Ritch St,San Francisco,CA,94107,37.780607,-122.39609899999999,2018-01-22,81.0,Low Risk
804,2017,THE GROVE FILLMORE,2016 FILLMORE St,San Francisco,CA,94115,37.788146999999995,-122.433637,2018-01-23,89.0,High Risk
805,37167,InterContinental San Francisco Employee Cafeteria,888 Howard St 2nd Floor,San Francisco,CA,94013,37.781664,-122.40477800000001,2018-01-23,100.0,
806,37170,InterContinental San Francisco 5th Fl. Kitchen,888 Howard St 5th Floor,San Francisco,CA,94103,37.781664,-122.40477800000001,2018-01-23,100.0,
807,37171,InterContinental San Francisco Club Lounge,888 Howard St 6th Floor,San Francisco,CA,94103,37.781664,-122.40477800000001,2018-01-23,100.0,
808,59637,Flour & Water,2401 Harrison St,San Francisco,CA,94110,37.758913,-122.412426,2018-01-23,86.0,High Risk
809,442,My Canh Restaurant,626 Broadway St,San Francisco,CA,94133,37.797828,-122.407474,2018-01-23,90.0,Moderate Risk
810,37168,InterContinental San Francisco 3rd Fl. Banquet Kitchen,888 Howard St 3rd Floor,San Francisco,CA,94103,37.781664,-122.40477800000001,2018-01-23,93.0,High Risk
811,37169,InterContinental San Francisco 4th Fl. Kitchen,888 Howard St 4th Floor,San Francisco,CA,94013,37.781664,-122.40477800000001,2018-01-23,100.0,
812,999,SERRANO'S PIZZA II,3274 21st St,San Francisco,CA,94110,37.756997,-122.420534,2018-01-23,80.0,Low Risk
813,847,Golden Boy Pizza,542 Green St,San Francisco,CA,94133,37.799648,-122.408033,2018-01-23,92.0,Moderate Risk
814,2972,PORTICO,98 01st St,San Francisco,CA,94103,37.774722,-122.40676100000002,2018-01-23,81.0,Moderate Risk
815,37166,Luce Restaurant &  Bar,888 Howard St 1st Floor,San Francisco,CA,94103,37.781664,-122.40477800000001,2018-01-23,96.0,Moderate Risk
816,37832,Vicoletto,550 Green St,San Francisco,CA,94133,37.799618,-122.40826399999999,2018-01-23,90.0,Low Risk
817,326,TEN ICHI RESTAURANT,2235 FILLMORE St,San Francisco,CA,94115,37.790333000000004,-122.43414399999999,2018-01-23,81.0,High Risk
818,62632,Live Sushi Bistro,1 Gilbert St,San Francisco,CA,94103,37.774759,-122.404133,2018-01-23,78.0,High Risk
819,63000,The Little Chihuahua Mexican,4123 24th St,San Francisco,CA,94114,37.751243,-122.434619,2018-01-24,96.0,Moderate Risk
820,39052,Specialty's Cafe & Bakery,150 SPEAR St,San Francisco,CA,94105,37.791957000000004,-122.39337900000001,2018-01-24,100.0,
821,2454,San Jalisco,901 South Van Ness Ave,San Francisco,CA,94110,37.758634,-122.41686599999998,2018-01-24,90.0,Moderate Risk
822,69208,Wine & Wall,30 Steuart St,San Francisco,CA,94105,37.794138000000004,-122.39440400000001,2018-01-24,100.0,
823,64195,Golden Gate Indian Cuisine & Pizza,1388 C 46th Ave,San Francisco,CA,94122,37.758941,-122.48591,2018-01-24,96.0,Low Risk
824,58611,North Beach Pizza,1462 Grant Ave,San Francisco,CA,94133,37.800428000000004,-122.407517,2018-01-24,88.0,Low Risk
825,9164,WORKING GIRLS' CAFE #4,122 NEW MONTGOMERY STREET,San Francisco,CA,94105,37.787227,-122.40028000000001,2018-01-24,90.0,Low Risk
826,3875,MARINA SUPER,2323 CHESTNUT St,San Francisco,CA,94123,37.800124,-122.441497,2018-01-24,84.0,Low Risk
827,61598,Brothers Pizza,3627 TARAVAL St,San Francisco,CA,94116,37.741723,-122.505149,2018-01-25,96.0,Moderate Risk
828,2561,ANANDA FUARA,1298 MARKET St,San Francisco,CA,94102,37.777824,-122.41596899999999,2018-01-25,94.0,Low Risk
829,3566,Mandalay Restaurant,4348 California Street,San Francisco,CA,94118,37.785117,-122.464041,2018-01-25,89.0,Moderate Risk
830,67149,"Sushi In, LLC",2280 CHESTNUT St,San Francisco,CA,94123,37.800258,-122.440894,2018-01-25,92.0,Moderate Risk
831,5226,Project Open Hand,730 Polk St,San Francisco,CA,94109,37.783583,-122.419191,2018-01-25,100.0,
832,64940,The Grove-Hayes,301 Hayes St,San Francisco,CA,94102,37.777026,-122.421361,2018-01-25,98.0,Low Risk
833,827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION St,San Francisco,CA,94112,37.721251,-122.437385,2018-01-25,85.0,Moderate Risk
834,68104,Freshroll,157 04th St,San Francisco,CA,94103,37.783840999999995,-122.403325,2018-01-25,86.0,High Risk
835,9359,Curry Senior Center,315 Turk St,San Francisco,CA,94102,37.782724,-122.414367,2018-01-26,96.0,Moderate Risk
836,69978,Capt. Eddie Rickenbacker's,133 02nd St,San Francisco,CA,94105,37.787628999999995,-122.399216,2018-01-26,90.0,Moderate Risk
837,36205,Anchor & Hope,83 Minna St,San Francisco,CA,94105,37.787877,-122.398872,2018-01-26,92.0,Low Risk
838,36786,Muracci's Japanese Restaurant,307 Kearny St,San Francisco,CA,94108,37.790924,-122.404094,2018-01-26,75.0,Low Risk
839,67049,Specialty's Cafe & Bakery,500 Howard St,San Francisco,CA,94105,37.788294,-122.396419,2018-01-29,98.0,Low Risk
840,101,Cable Car Corner,1099 Powell St,San Francisco,CA,94108,37.794615,-122.409705,2018-01-29,92.0,Moderate Risk
841,520,Daily Health,1235 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,2018-01-29,92.0,Moderate Risk
842,3280,HARRY'S BAR,2020 FILLMORE St,San Francisco,CA,94115,37.788307,-122.43366699999999,2018-01-29,82.0,Moderate Risk
843,59777,Swank Cocktail Club,488 PRESIDIO Ave,San Francisco,CA,94115,37.787344,-122.446725,2018-01-29,96.0,Low Risk
844,24534,District,216 Townsend St,San Francisco,CA,94107,37.778534,-122.39321899999999,2018-01-29,89.0,Moderate Risk
845,3630,MAD DOG IN THE FOG,530 HAIGHT St,San Francisco,CA,94117,37.772096999999995,-122.43081399999998,2018-01-30,90.0,Low Risk
846,34746,Marina Pizza & Pasta,2139 Lombard St,San Francisco,CA,94123,37.799716,-122.43668500000001,2018-01-30,92.0,Low Risk
847,27799,Buckhorn Grill,845 Market St FE-5,San Francisco,CA,94103,37.784848,-122.406892,2018-01-30,92.0,Moderate Risk
848,63112,Sushi Raw #4,901 TARAVAL,San Francisco,CA,94116,37.742993,-122.47585900000001,2018-01-30,92.0,Low Risk
849,33940,The Good Life Grocery,1524 20th St,San Francisco,CA,94107,37.760018,-122.396813,2018-01-30,90.0,Moderate Risk
850,1959,EBISU RESTAURANT,1283 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,2018-01-30,87.0,Low Risk
851,60737,Parkside Tavern,1940 TARAVAL St,San Francisco,CA,94116,37.742579,-122.48711200000001,2018-01-30,86.0,Moderate Risk
852,8202,Xiao Loong,250 WEST PORTAL AVENUE,San Francisco,CA,,37.738616,-122.468775,2018-01-31,84.0,Moderate Risk
853,3424,CAFE PHOENIX,1234 INDIANA St,San Francisco,CA,94107,37.754938,-122.390975,2018-01-31,88.0,Moderate Risk
854,60254,Delise,327 Bay St,San Francisco,CA,94133,37.805713,-122.412687,2018-01-31,96.0,Low Risk
855,9869,Donut World,1399 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,2018-01-31,96.0,Moderate Risk
856,36730,Clementine,126 CLEMENT St,San Francisco,CA,94118,37.783148,-122.46066100000002,2018-01-31,96.0,Low Risk
857,1304,RAIN TREE CAFE,654 IRVING St,San Francisco,CA,94122,37.764128,-122.46496100000002,2018-01-31,79.0,Moderate Risk
858,9672,San Francisco Fish Company,1 Ferry Buiding  #31,San Francisco,CA,94111,37.795225,-122.39376999999999,2018-02-01,100.0,
859,64420,Holy Ghost Service Center,3230 San Bruno Ave,San Francisco,CA,94134,37.721088,-122.40100000000001,2018-02-01,96.0,Moderate Risk
860,4623,Yo Yo's,318 Pacific Ave,San Francisco,CA,94111,37.797668,-122.40113400000001,2018-02-01,100.0,
861,4638,Sunset Bakery,1410 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,2018-02-01,100.0,
862,10131,Cybelle's Front Room,1385 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,2018-02-01,92.0,Moderate Risk
863,35199,Pho #1,2571 SAN BRUNO Ave,San Francisco,CA,94134,37.729254,-122.40426000000001,2018-02-01,80.0,Moderate Risk
864,2409,Mission Hunan Restaurant,2960 16th St,San Francisco,CA,94103,37.765142,-122.419026,2018-02-01,72.0,Moderate Risk
865,4479,Courtney's Produce II,101 CASTRO St,San Francisco,CA,94114,37.767194,-122.435576,2018-02-01,82.0,Moderate Risk
866,62900,Curbside Cafe,2417 CALIFORNIA St,San Francisco,CA,94115,37.788821999999996,-122.43411599999999,2018-02-01,85.0,High Risk
867,845,Cafe Jacqueline,1454 Grant Ave,San Francisco,CA,94133,37.800428000000004,-122.407517,2018-02-02,98.0,Low Risk
868,71532,Xpresso Tea,6901 Geary Blvd,San Francisco,CA,94121,37.779663,-122.493618,2018-02-02,92.0,Moderate Risk
869,1726,KFC/TACO BELL,4285 MISSION St,San Francisco,CA,94112,37.728978999999995,-122.431008,2018-02-02,92.0,Low Risk
870,59021,Subway #43108,4841 Mission St,San Francisco,CA,94112,37.720912,-122.437603,2018-02-02,94.0,Low Risk
871,64881,New Alternatives,1600 GUERRERO St,San Francisco,CA,94110,37.745437,-122.42234499999999,2018-02-05,90.0,Low Risk
872,64384,Twenty Five Lusk,25 Lusk St,San Francisco,CA,94107,37.778414,-122.394411,2018-02-05,96.0,Low Risk
873,29948,Cafe Venue,67 05th St,San Francisco,CA,94103,37.783074,-122.406922,2018-02-05,92.0,Moderate Risk
874,35852,Beach Street Grill,380 Beach St,San Francisco,CA,94133,37.807358,-122.41529399999999,2018-02-05,86.0,Moderate Risk
875,36494,Blue Bottle Cafe,66 Mint St,San Francisco,CA,94103,37.782368,-122.40743,2018-02-05,91.0,Low Risk
876,4705,GINO'S GROCERY COMPANY,2500 FILLMORE St,San Francisco,CA,94115,37.792598,-122.434537,2018-02-05,83.0,Low Risk
877,4794,VICTOR'S,210 TOWNSEND St,San Francisco,CA,94107,37.778634000000004,-122.39308899999999,2018-02-05,80.0,High Risk
878,786,Piperade,1015 Battery St,San Francisco,CA,94111,37.800674,-122.40148400000001,2018-02-06,86.0,High Risk
879,5975,ST. JOHN OF GOD SENIOR MEALS PROGRA,1290 05th Ave,San Francisco,CA,94122,37.764408,-122.461978,2018-02-06,98.0,Low Risk
880,3557,Herlen Place,334 Grant Ave,San Francisco,CA,94108,37.790306,-122.40546599999999,2018-02-06,90.0,Moderate Risk
881,2758,OSTERIA,3277 SACRAMENTO St,San Francisco,CA,94115,37.788183000000004,-122.446757,2018-02-06,92.0,Low Risk
882,2870,Fountain Cafe,"50 Post St, Suite B62",San Francisco,CA,94104,37.789064,-122.40286100000002,2018-02-06,77.0,Moderate Risk
883,5096,POPEYES-GENEVA & MISSION,890 Geneva Ave,San Francisco,CA,94112,37.716643,-122.44118700000001,2018-02-06,90.0,Moderate Risk
884,2619,KEZAR BAR & RESTAURANT,900 COLE St,San Francisco,CA,94117,37.765538,-122.44988700000002,2018-02-06,85.0,Low Risk
885,71373,Golden River Restaurant,5827 GEARY Blvd,San Francisco,CA,94121,37.780144,-122.48203999999998,2018-02-07,74.0,Moderate Risk
886,37389,China House Jumbo Seafood Restaurant,2237 Powell Street,San Francisco,CA,94133,37.805514,-122.411914,2018-02-07,86.0,Low Risk
887,58850,Woerner's Liquor,901 Geary St,San Francisco,CA,94109,37.786053,-122.418327,2018-02-07,96.0,Low Risk
888,66361,Cafe Bunn Mi,417 CLEMENT St,San Francisco,CA,94118,37.782953000000006,-122.4637,2018-02-07,81.0,Low Risk
